"entity","en.hedo.happiness.delta_one_of_5__max","en.hedo.happiness.delta_one_of_5__mean","en.hedo.happiness.delta_one_of_5__mean_word_count_per_tweet","en.hedo.happiness.delta_one_of_5__median","en.hedo.happiness.delta_one_of_5__min","en.hedo.happiness.delta_one_of_5__mode","en.hedo.happiness.delta_one_of_5__num_tweets","en.hedo.happiness.delta_one_of_5__num_tweets_percentage","en.hedo.happiness.delta_one_of_5__sd","en.hedo.happiness.more_than_7__max","en.hedo.happiness.more_than_7__mean","en.hedo.happiness.more_than_7__mean_word_count_per_tweet","en.hedo.happiness.more_than_7__median","en.hedo.happiness.more_than_7__min","en.hedo.happiness.more_than_7__mode","en.hedo.happiness.more_than_7__num_tweets","en.hedo.happiness.more_than_7__num_tweets_percentage","en.hedo.happiness.more_than_7__sd","en.hedo.happiness.no_filter__max","en.hedo.happiness.no_filter__mean","en.hedo.happiness.no_filter__mean_word_count_per_tweet","en.hedo.happiness.no_filter__median","en.hedo.happiness.no_filter__min","en.hedo.happiness.no_filter__mode","en.hedo.happiness.no_filter__num_tweets","en.hedo.happiness.no_filter__num_tweets_percentage","en.hedo.happiness.no_filter__sd"
"Mississippi,Sunflower County",8.07,6.83,1.14,6.41,6.41,6.46,14,1.49,0.57,8.07,7.39,1,7.2,7.07,7.05,6,0.64,0.42,8.07,6.83,1.14,6.41,6.41,6.46,14,1.49,0.57
"Mississippi,Tallahatchie County",7.72,6.75,1.1,6.41,6.41,6.46,10,3.27,0.55,7.72,7.5,1,7.7,7.07,7.63,3,0.98,0.37,7.72,6.75,1.1,6.41,6.41,6.46,10,3.27,0.55
"Mississippi,Warren County",7.9,6.32,1.24,6.41,1.88,6.46,34,2.18,1.4,7.9,7.45,1,7.33,7.17,7.24,9,0.58,0.26,7.9,6.32,1.24,6.41,1.88,6.46,34,2.18,1.4
"Mississippi,Washington County",7.7,6.28,1.04,6.41,1.48,6.46,24,1.14,1.48,7.7,7.43,1,7.33,7.07,7.44,5,0.24,0.27,7.7,6.17,1.04,6.41,1.48,6.46,26,1.24,1.47
"Mississippi,Webster County",7.36,6.07,1.44,6.41,1.49,6.65,9,3.6,1.77,7.36,7.36,1,7.36,7.36,7.44,2,0.8,0,7.36,6.07,1.44,6.41,1.49,6.65,9,3.6,1.77
"Mississippi,Winston County",7.36,6.71,1,6.41,6.39,6.46,11,2.23,0.43,7.36,7.25,1,7.28,7.07,7.24,4,0.81,0.14,7.36,6.43,1,6.41,4.77,6.46,13,2.64,0.79
"Mississippi,Yazoo County",7.07,6.13,1.25,6.41,1.68,6.46,12,3.31,1.42,7.07,7.05,1.5,7.05,7.03,7.05,2,0.55,0.03,7.07,6.13,1.25,6.41,1.68,6.46,12,3.31,1.42
"Missouri,Adair County",6.41,4.95,NA,6.41,1.49,6.46,NA,NA,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,4.95,NA,6.41,1.49,6.46,NA,NA,2.29
"Missouri,Boone County",8.18,6.38,1.13,6.41,1.48,6.46,172,2.77,1.27,8.18,7.36,1.04,7.33,7.03,7.44,48,0.77,0.24,8.18,6.32,1.13,6.41,1.48,6.46,179,2.89,1.28
"Missouri,Buchanan County",8.16,6.09,1.2,6.41,1.49,6.46,40,3,1.51,8.16,7.42,1,7.31,7.07,7.24,6,0.45,0.38,8.16,6.03,1.22,6.41,1.49,6.46,41,3.07,1.52
"Missouri,Cape Girardeau County",8.29,6.38,1.26,6.41,1.48,6.46,38,3.43,1.23,8.29,7.64,1.17,7.54,7.17,7.44,6,0.54,0.42,8.29,6.3,1.25,6.41,1.48,6.46,40,3.61,1.25
"Missouri,Carroll County",7.93,6.77,1,6.41,6.41,6.46,7,3.33,0.6,7.93,7.61,1,7.61,7.29,7.24,2,0.95,0.45,7.93,6.77,1,6.41,6.41,6.46,7,3.33,0.6
"Missouri,Cass County",7.72,6.79,1.1,6.41,6.41,6.46,10,3.4,0.52,7.72,7.37,1,7.35,7.07,7.44,4,1.36,0.27,7.72,6.61,1.09,6.41,4.77,6.46,11,3.74,0.78
"Missouri,Christian County",7.93,6.09,1.23,6.41,1.48,6.46,44,4.51,1.57,7.93,7.43,1,7.35,7.03,7.24,8,0.82,0.32,7.93,6.02,1.22,6.41,1.48,6.46,46,4.71,1.56
"Missouri,Clay County",7.36,6.48,1.15,6.41,2.67,6.46,65,3.67,0.61,7.36,7.27,1,7.33,7.07,7.24,9,0.51,0.13,7.36,6.44,1.15,6.41,2.67,6.46,67,3.78,0.64
"Missouri,Cole County",8.07,6.57,1.38,6.41,6.29,6.46,45,3.65,0.39,8.07,7.4,1,7.36,7.04,7.44,7,0.57,0.32,8.07,6.57,1.38,6.41,6.29,6.46,45,3.65,0.39
"Missouri,Dallas County",8.07,6.34,1,6.41,2.24,6.46,9,2.69,1.65,8.07,7.58,1,7.33,7.33,7.24,3,0.9,0.43,8.07,6.34,1,6.41,2.24,6.46,9,2.69,1.65
"Missouri,Dekalb County",7.36,6.72,1.17,6.41,6.41,6.46,6,4.38,0.48,7.36,7.35,1,7.35,7.33,7.44,2,1.46,0.02,7.36,6.72,1.17,6.41,6.41,6.46,6,4.38,0.48
"Missouri,Franklin County",7.48,6.42,1.15,6.41,2.76,6.46,20,2.44,0.96,7.48,7.41,1,7.41,7.33,7.44,4,0.49,0.07,7.48,6.42,1.15,6.41,2.76,6.46,20,2.44,0.96
"Missouri,Greene County",7.72,6.32,1.2,6.41,1.49,6.46,199,4.03,1.21,7.72,7.37,1.02,7.36,7.03,7.44,41,0.83,0.19,7.72,6.26,1.2,6.41,1.49,6.46,208,4.21,1.22
"Missouri,Grundy County",8.5,6.33,1.32,6.79,1.23,6.65,108,13.11,1.95,8.5,7.86,1.18,7.9,7.03,8.02,55,6.67,0.41,8.5,6.05,1.37,6.53,1.23,6.65,134,16.26,1.72
"Missouri,Jackson County",8.5,6.32,1.16,6.41,1.48,6.46,1056,2.95,1.31,8.5,7.42,1.03,7.36,7.07,7.44,243,0.68,0.26,8.5,6.23,1.16,6.41,1.48,6.46,1121,3.13,1.32
"Missouri,Jasper County",8.54,6.38,1.17,6.57,1.42,6.46,633,8.72,1.78,8.54,7.84,1.08,7.79,7.03,8.02,278,3.83,0.49,8.54,6.25,1.19,6.41,1.42,6.46,702,9.67,1.72
"Missouri,Jefferson County",8.07,6.43,1.06,6.41,1.77,6.46,31,2.08,1.36,8.07,7.38,1,7.33,7.17,7.24,12,0.81,0.23,8.07,6.33,1.06,6.41,1.77,6.46,33,2.22,1.38
"Missouri,Johnson County",7.33,6.57,1.11,6.41,6.41,6.46,18,3.28,0.3,7.33,7.19,1,7.17,7.07,7.24,3,0.55,0.13,7.33,6.57,1.11,6.41,6.41,6.46,18,3.28,0.3
"Missouri,Laclede County",7.17,6.6,1,6.53,6.41,6.46,7,1.65,0.28,7.17,7.17,1,7.17,7.17,7.17,1,0.24,NA,7.17,6.6,1,6.53,6.41,6.46,7,1.65,0.28
"Missouri,Lincoln County",7.36,6.29,1.21,6.41,1.68,6.46,24,2.42,1.34,7.36,7.24,1,7.33,7.03,7.44,6,0.61,0.15,7.36,6.29,1.21,6.41,1.68,6.46,24,2.42,1.34
"Missouri,Moniteau County",7.36,6.03,1.18,6.41,1.49,6.46,17,1.93,1.54,7.36,7.35,1,7.35,7.33,7.44,2,0.23,0.02,7.36,5.91,1.15,6.41,1.49,6.46,20,2.27,1.45
"Missouri,Monroe County",8.54,6.22,1.2,6.89,1.18,7.83,799,21.61,2.1,8.54,7.85,1.09,7.9,7.03,8.02,413,11.17,0.41,8.54,6.05,1.26,6.53,1.18,6.65,919,24.86,1.95
"Missouri,Morgan County",7.48,6.44,1.18,6.41,2.76,6.46,34,2.18,1.02,7.48,7.32,1,7.33,7.04,7.44,10,0.64,0.13,7.48,6.4,1.17,6.41,2.76,6.46,35,2.24,1.05
"Missouri,Nodaway County",7.72,6.26,1.05,6.41,1.49,6.46,42,2.96,1.42,7.72,7.46,1,7.36,7.33,7.44,10,0.71,0.18,7.72,6.14,1.04,6.41,1.49,6.46,46,3.24,1.41
"Missouri,Oregon County",7.36,6.6,1.2,6.41,6.41,6.46,5,2.07,0.42,7.36,7.36,1,7.36,7.36,7.36,1,0.41,NA,7.36,6.29,1.17,6.41,4.77,6.46,6,2.48,0.84
"Missouri,Phelps County",7.93,7.07,1,7.33,6.41,7.44,8,3.15,0.58,7.93,7.46,1,7.36,7.33,7.44,5,1.97,0.26,7.93,6.81,1,7.33,4.77,7.44,9,3.54,0.94
"Missouri,Polk County",8.5,6.42,1.3,6.9,1.23,8.02,311,27.4,1.96,8.5,7.94,1.17,8.03,7.01,8.02,165,14.54,0.41,8.5,6.3,1.31,6.79,1.23,7.83,344,30.31,1.87
"Missouri,Schuyler County",7.93,6.42,1.11,6.41,1.48,6.46,109,2.37,1.32,7.93,7.45,1.03,7.36,7.33,7.24,33,0.72,0.19,7.93,6.35,1.11,6.41,1.48,6.46,114,2.48,1.33
"Missouri,Scott County",7.33,6.66,1.3,6.41,6.41,6.46,10,5.32,0.41,7.33,7.24,1.33,7.33,7.07,7.24,3,1.6,0.15,7.33,6.51,1.27,6.41,5,6.46,11,5.85,0.63
"Missouri,St Charles County",7.72,6.51,1.05,6.41,2.07,6.46,42,2.81,1.12,7.72,7.42,1,7.36,7.07,7.44,13,0.87,0.21,7.72,6.44,1.05,6.41,2.07,6.46,44,2.95,1.15
"Missouri,St Francois County",7.72,6.46,1.15,6.41,1.49,6.46,40,4.55,1.23,7.72,7.35,1,7.33,7.07,7.44,12,1.37,0.2,7.72,6.46,1.15,6.41,1.49,6.46,40,4.55,1.23
"Missouri,St Louis City",8.5,6.37,1.17,6.41,1.23,6.46,2199,2.77,1.2,8.5,7.41,1.03,7.33,7.03,7.24,492,0.62,0.28,8.5,6.28,1.17,6.41,1.48,6.46,2340,2.95,1.21
"Missouri,St Louis County",7.72,6.03,1.2,6.41,1.49,6.46,102,2.83,1.7,7.72,7.33,1.04,7.33,7.03,7.24,23,0.64,0.21,7.72,5.91,1.19,6.41,1.49,6.46,115,3.19,1.64
"Missouri,Stone County",8.54,6.23,1.14,6.41,1.17,6.46,463,7.86,1.61,8.54,7.8,1.08,7.87,7.01,8.02,146,2.48,0.48,8.54,6.08,1.17,6.41,1.17,6.26,536,9.1,1.52
"Missouri,Taney County",8.19,6.39,1.32,6.41,1.68,6.46,22,2.28,1.48,8.25,7.75,1.14,7.72,7.33,7.44,7,0.73,0.38,8.19,6.27,1.29,6.41,1.68,6.46,24,2.49,1.47
"Missouri,Texas County",8.34,4.17,1.14,2.76,1.66,2.74,316,3.47,1.74,8.34,7.52,1,7.36,7.07,7.24,11,0.12,0.47,8.34,4.25,1.14,2.76,1.66,2.74,347,3.81,1.67
"Montana,Carter County",8.5,6.39,1.18,6.41,1.23,6.46,222,4.36,1.48,8.5,7.64,1.07,7.48,7.03,7.44,73,1.43,0.44,8.5,6.23,1.17,6.41,1.23,6.46,252,4.95,1.45
"Montana,Cascade County",7.7,6.59,1.09,6.41,1.77,6.46,22,3.36,1.18,7.7,7.3,1,7.33,7.07,7.24,10,1.53,0.18,7.7,6.45,1.08,6.41,1.77,6.46,24,3.66,1.22
"Montana,Gallatin County",7.36,6.61,1.07,6.41,6.41,6.46,14,3.41,0.4,7.36,7.35,1,7.36,7.33,7.44,3,0.73,0.02,7.36,6.61,1.07,6.41,6.41,6.46,14,3.41,0.4
"Montana,Hill County",6.41,5.28,NA,6.41,1.89,6.46,NA,NA,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,5.23,NA,6.41,1.89,6.46,NA,NA,1.96
"Montana,Lewis and Clark County",7.48,6.66,1.2,6.41,6.41,6.46,5,1.99,0.47,7.48,7.48,1,7.48,7.48,7.48,1,0.4,NA,7.48,6.66,1.2,6.41,6.41,6.46,5,1.99,0.47
"Montana,Mineral County",7.36,6.21,1.24,6.41,1.49,6.46,17,3.68,1.25,7.36,7.21,1,7.21,7.07,7.05,2,0.43,0.21,7.36,6.21,1.24,6.41,1.49,6.46,17,3.68,1.25
"Montana,Missoula County",7.36,6.3,1.31,6.41,1.49,6.46,42,4.07,1.09,7.36,7.26,1.17,7.35,7.07,7.44,6,0.58,0.15,7.36,6.2,1.28,6.41,1.49,6.46,46,4.46,1.1
"Montana,Ravalli County",6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0
"Montana,Rosebud County",7.72,5.65,1.33,6.94,2.28,7.24,3,1.69,2.94,7.72,7.72,2,7.72,7.72,7.72,1,0.56,NA,7.72,5.65,1.33,6.94,2.28,7.24,3,1.69,2.94
"Montana,Yellowstone County",7.36,6.32,1.19,6.41,1.77,6.46,36,3.44,1.07,7.36,7.25,1,7.29,7.07,7.24,7,0.67,0.13,7.36,6.24,1.18,6.41,1.77,6.46,38,3.64,1.09
"Nebraska,Adams County",7.36,6.55,1.4,6.41,5.42,6.46,5,0.49,0.77,8.07,7.53,1,7.36,7.17,7.24,3,0.29,0.47,7.36,6.22,1.5,6.41,4.53,6.85,6,0.59,1.07
"Nebraska,Box Butte County",6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0
"Nebraska,Buffalo County",8.5,6.96,1.13,6.7,1.89,6.46,38,5.43,1.12,8.5,7.8,1.11,7.72,7.03,7.63,18,2.57,0.44,8.5,6.87,1.12,6.63,1.89,6.46,41,5.86,1.13
"Nebraska,Colfax County",7.33,6.49,1.2,6.41,6.29,6.46,20,2.96,0.26,7.33,7.25,1,7.25,7.17,7.24,2,0.3,0.11,7.33,6.49,1.2,6.41,6.29,6.46,20,2.96,0.26
"Nebraska,Custer County",7.07,6.03,1,6.41,3.08,6.46,7,1.78,1.32,7.07,7.07,1,7.07,7.07,7.07,1,0.25,NA,7.07,6.03,1,6.41,3.08,6.46,7,1.78,1.32
"Nebraska,Dawson County",8.13,6.43,1.06,6.88,1.49,7.63,16,1.51,2.01,8.13,7.7,1,7.71,7.36,7.63,8,0.76,0.26,8.13,6.13,1.05,6.41,1.49,7.24,20,1.89,1.89
"Nebraska,Dodge County",7.72,6.65,1.29,6.41,6.41,6.46,7,1.65,0.49,7.72,7.72,1,7.72,7.72,7.72,1,0.24,NA,7.72,6.22,1.22,6.41,4.67,6.46,9,2.12,0.95
"Nebraska,Douglas County",8.41,6.42,1.18,6.41,1.48,6.46,524,2.82,1.2,8.41,7.41,1.02,7.36,7.03,7.24,140,0.75,0.27,8.41,6.34,1.17,6.41,1.48,6.46,554,2.98,1.22
"Nebraska,Hall County",7.72,6.5,1.22,6.41,2.07,6.46,18,3.69,1.21,7.72,7.42,1,7.36,7.33,7.44,6,1.23,0.15,7.72,6.5,1.22,6.41,2.07,6.46,18,3.69,1.21
"Nebraska,Lancaster County",8.54,6.3,1.24,6.41,1.11,6.46,265,3.23,1.31,8.54,7.56,1.06,7.36,7.03,7.24,53,0.65,0.38,8.54,6.24,1.24,6.41,1.11,6.46,279,3.4,1.28
"Nebraska,Madison County",7.33,6.42,1.22,6.41,1.92,6.46,23,3.42,1.03,7.33,7.13,1.17,7.07,7.07,7.05,6,0.89,0.11,7.33,6.31,1.2,6.41,1.92,6.46,25,3.72,1.06
"Nebraska,Saline County",8.11,6.21,1.19,6.41,1.49,6.46,43,5.08,1.31,8.11,7.48,1,7.36,7.17,7.24,6,0.71,0.37,8.11,6.13,1.17,6.41,1.49,6.46,46,5.44,1.31
"Nebraska,Sarpy County",7.72,6.13,1.19,6.41,1.49,6.46,107,3.85,1.39,7.72,7.37,1.06,7.36,7.03,7.44,16,0.58,0.21,7.72,6,1.19,6.41,1.49,6.46,117,4.21,1.38
"Nebraska,Valley County",8.26,6.6,1.25,6.41,6.41,6.46,24,1.83,0.44,8.26,7.41,1,7.33,7.07,7.24,5,0.38,0.49,8.26,6.35,1.21,6.41,4.67,6.46,28,2.13,0.74
"Nebraska,Wayne County",7.36,6.55,1.29,6.41,6.41,6.46,7,3.48,0.36,7.36,7.36,1,7.36,7.36,7.36,1,0.5,NA,7.36,6.32,1.25,6.41,4.76,6.46,8,3.98,0.71
"Nebraska,York County",8.37,7.48,1.33,7.79,6.41,8.02,6,5.45,0.86,8.37,8.02,1.25,7.95,7.79,8.02,4,3.64,0.28,8.37,7.48,1.33,7.79,6.41,8.02,6,5.45,0.86
"Nevada,Carson City",8.43,6.52,1.04,6.41,1.48,6.46,23,3.83,1.23,8.43,7.47,1,7.33,7.17,7.44,7,1.16,0.43,8.43,6.34,1.04,6.41,1.48,6.46,26,4.33,1.26
"Nevada,Clark County",8.54,6.25,1.18,6.41,1.11,6.46,7068,3.81,1.63,8.54,7.63,1.07,7.47,7.01,7.44,2273,1.22,0.43,8.54,6.14,1.19,6.41,1.11,6.46,7802,4.2,1.57
"Nevada,Elko County",7.6,6.22,1.19,6.41,1.49,6.46,37,3.32,1.13,7.6,7.31,1.33,7.17,7.17,7.24,3,0.27,0.25,7.17,6.1,1.2,6.41,1.49,6.46,40,3.59,1.12
"Nevada,Washoe County",8.5,6.34,1.15,6.41,1.49,6.46,253,3.89,1.33,8.5,7.57,1.07,7.36,7.07,7.24,58,0.89,0.43,8.5,6.2,1.16,6.41,1.49,6.46,280,4.3,1.31
"Nevada,White Pine County",7.72,5.81,1.25,6.41,1.49,6.46,12,4.07,1.91,7.72,7.39,1,7.39,7.07,7.05,2,0.68,0.46,7.72,5.81,1.25,6.41,1.49,6.46,12,4.07,1.91
"New Hampshire,Carroll County",8.07,6.18,1.19,6.41,1.48,6.46,181,2.68,1.38,8.5,7.34,1,7.33,7.01,7.24,42,0.62,0.25,8.07,6.11,1.2,6.41,1.48,6.46,190,2.82,1.37
"New Hampshire,Cheshire County",7.48,6.37,1.14,6.41,1.49,6.46,14,2.5,1.48,7.48,7.31,1,7.33,7.07,7.44,5,0.89,0.15,7.48,6.28,1.13,6.41,1.49,6.46,15,2.68,1.47
"New Hampshire,Grafton County",7.07,5.35,1.29,6.41,1.49,6.65,7,1.29,2.25,7.07,7.07,2,7.07,7.07,7.07,1,0.18,NA,7.07,5.34,1.25,6.41,1.49,6.65,8,1.47,2.08
"New Hampshire,Hillsborough County",8.41,6.25,1.21,6.41,1.34,6.46,800,3.02,1.35,8.41,7.38,1.03,7.36,7.03,7.44,173,0.65,0.25,8.41,6.16,1.21,6.41,1.34,6.46,852,3.21,1.35
"New Hampshire,Merrimack County",8.07,6.41,1.17,6.41,1.49,6.46,126,3.08,1.16,8.07,7.41,1.06,7.36,7.07,7.24,31,0.76,0.3,8.07,6.3,1.15,6.41,1.49,6.46,136,3.32,1.19
"New Hampshire,Rockingham County",8.07,6.26,1.11,6.41,1.48,6.46,141,2.53,1.35,8.07,7.34,1,7.36,7.07,7.44,34,0.61,0.17,8.07,6.14,1.12,6.41,1.48,6.46,153,2.75,1.36
"New Hampshire,Strafford County",7.36,6.66,1.25,6.41,6.29,6.46,16,3.58,0.42,7.36,7.35,1,7.35,7.33,7.44,4,0.89,0.02,7.36,6.56,1.24,6.41,5,6.46,17,3.8,0.57
"New Hampshire,Sullivan County",7.36,6.22,1.2,6.41,1.49,6.46,40,3.55,1.45,7.36,7.35,1,7.35,7.33,7.44,10,0.89,0.02,7.36,6.06,1.18,6.41,1.49,6.46,45,4,1.43
"New Jersey,Atlantic County",8.07,6.23,1.13,6.41,1.48,6.46,127,3.12,1.4,8.07,7.36,1,7.36,7.07,7.44,32,0.79,0.18,8.07,6.14,1.14,6.41,1.48,6.46,139,3.41,1.35
"New Jersey,Bergen County",8.54,6.43,1.18,6.41,1.23,6.46,265,2.92,1.3,8.54,7.47,1.03,7.36,7.03,7.24,79,0.87,0.37,8.54,6.32,1.17,6.41,1.23,6.46,285,3.14,1.31
"New Jersey,Burlington County",7.93,6.37,1.11,6.41,1.48,6.46,139,2.52,1.13,7.93,7.35,1.03,7.33,7.07,7.44,31,0.56,0.19,7.93,6.32,1.1,6.41,1.48,6.46,144,2.61,1.14
"New Jersey,Camden County",8.5,6.28,1.19,6.41,1.23,6.46,290,2.52,1.27,8.5,7.41,1.05,7.36,7.07,7.44,58,0.5,0.23,8.5,6.14,1.17,6.41,1.23,6.46,325,2.82,1.27
"New Jersey,Cape May County",8.5,6.34,1.16,6.57,1.23,6.46,1463,15.51,1.87,8.5,7.84,1.08,7.99,7.03,8.02,637,6.75,0.51,8.5,6.22,1.18,6.53,1.23,6.46,1608,17.05,1.79
"New Jersey,Cumberland County",8.01,6.03,1.18,6.41,1.48,6.46,179,3.34,1.45,8.01,7.44,1,7.36,7.07,7.44,20,0.37,0.23,8.01,5.99,1.18,6.41,1.48,6.46,187,3.49,1.42
"New Jersey,Essex County",8.5,6.32,1.17,6.41,1.48,6.46,967,2.36,1.3,8.5,7.53,1.05,7.36,7.03,7.44,207,0.5,0.38,8.5,6.22,1.17,6.41,1.48,6.46,1042,2.54,1.3
"New Jersey,Gloucester County",7.72,6.56,1.16,6.41,1.49,6.46,86,1.93,0.9,7.72,7.38,1,7.36,7.07,7.44,24,0.54,0.19,7.72,6.5,1.16,6.41,1.49,6.46,89,2,0.94
"New Jersey,Hudson County",8.5,6.33,1.19,6.41,1.42,6.46,994,2.84,1.41,8.5,7.61,1.09,7.36,7.01,7.24,259,0.74,0.43,8.5,6.23,1.2,6.41,1.42,6.46,1063,3.04,1.4
"New Jersey,Hunterdon County",6.41,4.91,NA,4.91,3.41,6.46,NA,NA,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,4.91,NA,4.91,3.41,6.46,NA,NA,2.12
"New Jersey,Mercer County",8.5,6.41,1.13,6.41,1.48,6.46,432,2.53,1.31,8.5,7.57,1.03,7.36,7.03,7.44,115,0.67,0.43,8.5,6.3,1.12,6.41,1.48,6.46,466,2.73,1.32
"New Jersey,Middlesex County",8.5,6.35,1.2,6.41,1.23,6.46,783,4.52,1.65,8.5,7.76,1.07,7.75,7.01,7.24,282,1.63,0.47,8.5,6.23,1.22,6.41,1.23,6.46,851,4.91,1.61
"New Jersey,Monmouth County",8.5,6.31,1.16,6.41,1.23,6.46,669,2.76,1.39,8.5,7.47,1.06,7.36,7.03,7.24,177,0.73,0.36,8.5,6.18,1.17,6.41,1.23,6.46,733,3.02,1.38
"New Jersey,Morris County",8.19,6.03,1.22,6.41,1.49,6.46,104,2.91,1.6,8.19,7.45,1,7.36,7.07,7.44,19,0.53,0.27,8.19,5.97,1.21,6.41,1.49,6.46,110,3.08,1.58
"New Jersey,Ocean County",8.54,6.39,1.15,6.41,1.48,6.46,424,3.31,1.45,8.54,7.48,1.02,7.36,7.01,7.24,156,1.22,0.39,8.54,6.25,1.18,6.41,1.48,6.46,469,3.66,1.42
"New Jersey,Passaic County",8.54,6.49,1.19,6.41,1.48,6.46,539,3.05,1.2,8.54,7.56,1.06,7.36,7.07,7.24,159,0.9,0.42,8.54,6.37,1.19,6.41,1.48,6.46,584,3.3,1.23
"New Jersey,Salem County",8.43,7.08,1.67,6.41,6.41,6.46,3,1.08,1.17,8.43,8.43,1,8.43,8.43,8.43,1,0.36,NA,8.43,7.08,1.67,6.41,6.41,6.46,3,1.08,1.17
"New Jersey,Somerset County",8.5,6.47,1.2,6.41,1.48,6.46,75,3.12,1.31,8.5,7.67,1.1,7.36,7.03,7.44,21,0.87,0.5,8.5,6.45,1.19,6.41,1.48,6.46,77,3.2,1.31
"New Jersey,Sussex County",7.72,6.19,1.15,6.41,1.49,6.46,142,3.72,1.4,7.72,7.37,1,7.36,7.03,7.44,27,0.71,0.11,7.72,6.08,1.14,6.41,1.49,6.46,154,4.03,1.4
"New Jersey,Union County",8.5,6.45,1.22,6.41,1.48,6.46,381,2.39,1.12,8.5,7.55,1.08,7.36,7.03,7.24,97,0.61,0.39,8.5,6.37,1.22,6.41,1.48,6.46,402,2.52,1.13
"New Jersey,Warren County",8.5,6.15,1,6.41,1.68,6.46,19,3.32,1.59,8.5,7.63,1,7.36,7.03,7.24,3,0.52,0.77,8.5,6.15,1,6.41,1.68,6.46,19,3.32,1.59
"New Mexico,Bernalillo County",8.5,6.3,1.19,6.41,1.34,6.46,998,3.56,1.54,8.54,7.66,1.05,7.48,7.03,7.24,293,1.04,0.44,8.5,6.19,1.19,6.41,1.34,6.46,1078,3.84,1.51
"New Mexico,Chaves County",8.13,6.66,1.04,6.41,6.29,6.46,25,2.49,0.51,8.13,7.6,1,7.7,7.07,7.63,5,0.5,0.4,8.13,6.48,1.04,6.41,4.98,6.46,28,2.79,0.71
"New Mexico,Cibola County",8.5,6.41,1.17,6.53,1.49,6.46,140,3.96,1.75,8.5,7.81,1.08,8.01,7.01,8.02,59,1.67,0.51,8.5,6.32,1.18,6.53,1.49,6.46,148,4.18,1.73
"New Mexico,Curry County",7.36,6.64,1.12,6.41,6.41,6.46,17,4.49,0.41,7.36,7.35,1,7.36,7.33,7.44,4,1.06,0.02,7.36,6.64,1.12,6.41,6.41,6.46,17,4.49,0.41
"New Mexico,Dona Ana County",8.07,6.5,1.25,6.41,1.48,6.46,97,2.92,1.08,8.37,7.41,1.13,7.33,7.07,7.24,31,0.93,0.34,8.07,6.37,1.26,6.41,1.48,6.46,104,3.13,1.09
"New Mexico,Eddy County",7.19,6.52,1,6.41,6.29,6.46,6,2.69,0.33,7.19,7.19,1,7.19,7.19,7.19,1,0.45,NA,7.19,6.3,1,6.41,5,6.46,7,3.14,0.65
"New Mexico,Lea County",7.36,6.37,1.17,6.41,2.63,6.46,29,2.01,1.09,7.36,7.3,1,7.36,7.07,7.44,7,0.48,0.11,7.36,6.32,1.17,6.41,2.63,6.46,30,2.08,1.1
"New Mexico,Quay County",8.54,6.07,1.17,6.53,1.17,6.46,869,5.87,2.04,8.54,7.75,1.06,7.78,7.01,8.02,377,2.55,0.47,8.54,5.93,1.2,6.41,1.17,6.46,1007,6.81,1.88
"New Mexico,Rio Arriba County",8.5,5.96,1.25,6.89,1.23,7.44,200,16.04,2.23,8.5,7.84,1.16,7.91,7.03,8.02,96,7.7,0.4,8.5,5.78,1.3,6.26,1.23,7.63,239,19.17,2.02
"New Mexico,San Juan County",7.7,6.28,1.14,6.41,1.66,6.46,43,3.47,1.43,7.7,7.4,1,7.36,7.17,7.44,12,0.97,0.16,7.7,6.23,1.16,6.41,1.66,6.46,44,3.55,1.43
"New Mexico,San Miguel County",6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0
"New Mexico,Sandoval County",8.29,6.35,1.18,6.41,1.68,6.46,22,2.2,1.15,8.29,8,1.5,8,7.72,7.83,2,0.2,0.4,8.29,6.35,1.18,6.41,1.68,6.46,22,2.2,1.15
"New Mexico,Santa Fe County",8.26,6.2,1.11,6.41,1.7,6.46,81,4.45,1.52,8.26,7.38,1,7.35,7.07,7.24,22,1.21,0.27,8.26,6.09,1.1,6.41,1.7,6.46,89,4.89,1.49
"New Mexico,Sierra County",8.41,6.47,1.13,6.41,1.49,6.46,53,1.96,1.01,8.41,7.39,1,7.33,7.17,7.24,13,0.48,0.34,8.41,6.41,1.13,6.41,1.49,6.46,55,2.04,1.04
"New Mexico,Taos County",8.5,6.21,1.26,6.89,1.11,6.65,2345,26.32,2.07,8.5,7.89,1.12,7.94,7.01,8.02,1156,12.98,0.42,8.5,6.05,1.3,6.53,1.11,6.65,2711,30.43,1.92
"New Mexico,Torrance County",8.5,6.2,1.24,6.89,1.11,6.85,495,24.36,2.11,8.5,7.9,1.12,7.92,7.03,8.02,243,11.96,0.41,8.5,6.05,1.29,6.58,1.11,6.65,570,28.05,1.95
